698879616,Dasha+x+Lady+Mocarz,168,548,6319088,3
698883188,bajorson138,1357,1,842,354
698924474,Mi%C5%9B+Paty%C5%9B,155,293,2986685,59
698938264,alanbebz,477,1,918,349
698946576,Ten+imek,0,1,21,488
698949963,SandworM,207,17,144536,186
698985653,StefciuPapa,170,381,4418269,13
699004074,akoko,0,1,9835,269
699024081,Seeqer,207,1,46,448
699025277,GoToSleep,1352,1,3732,308
699042556,DlaCzemuu,168,224,2080417,100
699091873,WestCoast+x+Hanys,0,0,0,560
699094258,Misio+pysio,0,1,21,489
699108704,KU+CHWALE+MM,1336,0,0,561
699126374,Lord+Toudik,0,0,0,562
699130638,suszi-japa,0,1,1404,332
699148121,robertos1,0,1,719,362
699164403,Heinz,0,1,21,490
699199702,Fantastyczna4,169,1,162,411
699243907,Kristo+x+Jochymek,155,133,1300616,139
699248436,BranD+x+Szkodnik,170,575,5862518,4
699256305,wegagt,0,1,21,491
699268955,Robos+x+Habowime,170,243,2406774,81
699268958,Wawrzynek+x+Rudinek,169,1,141,421
699272271,Bska,168,307,2748193,70
699274456,Polski+%C5%BBo%C5%82nierz,155,157,1537948,128
699302434,Raqnarok.,170,335,3585126,38
699302705,Czarna+Szmata,288,3,23257,230
699303796,Podn%C3%B3%C5%BCek+Moxi,159,1,41,454
699314642,jaro21,207,31,317314,172
699318254,wisnia1908,191,9,76930,197
699326535,-AVE-+x+Twoje+Zdrowie,170,644,6852226,1
699326959,Kins+and+Fabcio,0,1,21,492
699331690,eto19900,0,28,237801,176
699341788,Master1,168,214,1918666,106
699345356,faster0wek,0,1,21,493
699346280,yuri09,169,0,0,563
699354519,andre41,0,0,0,564
699374948,Tabak+x+Feniatko,0,38,326334,170
699375036,Kurumii+x+Roogh,170,435,4457676,12
699379312,macko12345,185,1,12104,252
699393445,TheRizer,0,1,21,494
699395676,Iwcia,191,2,20501,235
699399386,Escobar-.+x+SwiderNWM,168,147,1531708,129
699417152,rosomak+123,155,145,1454739,133
699421701,zombienearo,1364,0,0,565
699429943,GramNocki,247,1,10474,261
699455870,Maturzysta98,155,289,2725161,71
699461207,Moya25,191,107,1135903,148
699462376,I+AM+THE+ONE,0,1,4653,298
699478097,Mentos151,168,144,1298880,140
699486904,patrykerr,159,8,77688,199
699493750,krychukozak,0,1,2555,317
699497403,Ja+tu+tyko+sprz%C4%85tam,155,214,2045572,102
699507712,szelbi,185,250,2316061,86
699513404,Kreci+Kr%C3%B3l+i+W%C5%82adca,0,1,21,495
699526118,AdSeZa,168,167,1547678,126
699546317,Sebko70,482,0,0,566
699550500,padusz,259,1,21,496
699555658,Maximus+IX,0,0,0,567
699559694,endyydne,191,3,34439,219
699566399,PC199,1370,1,1931,324
699570542,vtrx,0,1,21,497
699585061,KenarisGG,155,99,1048566,150
699589378,Darek+Majster,185,20,187143,180
699592576,Death+of+Darkness,0,1,21,498
699615356,krystian2008,0,1,54,440
699635290,Kuwejt,191,8,77409,200
699635655,Dotyk+Proboszczaa,247,2,19783,239
699635774,Mad+x+Kroca,0,1,33,461
699635896,Daniobeka,0,3,15413,248
699637141,kasanga13,159,2,17546,246
699642954,Herkuless,0,1,156,415
699651117,sorni12,168,261,3008689,57
699651253,mucha91+x+messi+zabujcas,191,2,19923,237
699657645,Lonsdale,247,2,20374,236
699673990,Maju+x+Supo,155,213,1997932,103
699674743,Lucrenus+x+Paparuch,168,170,1672709,114
699682077,SomnambuliztycznyEremita,207,112,1150682,146
699687612,Animowy+Koholik,1158,1,2304,321
699688325,andy01,0,1,9138,276
699688955,mareczny,0,0,0,568
699692232,Ma%C5%82y+x+Tomi,247,1,10167,266
699693897,butterflay,0,1,48,445
699693987,Lady+Moniqe,0,1,21,499
699696490,TopornikDobijacz,0,1,21,500
699711009,sideByside,207,43,448868,168
699712944,dyra556,0,1,62,437
699726660,ryhu,611,1,152,417
699737083,styl+judasza,0,1,10076,267
699755075,Sebix1997,0,1,1014,347
699763885,Venom+Snake+x+Panguss,155,165,1638541,118
699765729,tyranek17,0,1,9041,277
699765924,West,155,171,1704529,112
699766123,David+of+the+Walls,0,1,21,501
699767852,benito,0,0,0,569
699768095,Cerb+aka.+Conradd1,1397,1,21,502
699775020,%C5%81ukasz1997,0,4,38528,215
699783516,Badboy,155,225,2210748,91
699786829,PyraZBejcy96,0,4,23062,231
699789537,loverek,0,0,0,570
699791054,Shooott,0,1,205,405
699798611,marekkkzzz665,1313,1,1269,337
699809882,Geronimo2019,207,32,306847,173
699812804,dusia98,170,341,3423588,45
699813351,BADALAMBADA+x+ETHER,168,150,1515725,130
699814019,Kultywator,168,130,1385525,136
699815699,ixmen,0,1,278,397
699820859,S1NNR,0,1,21,503
699832849,Kornel+i+przyjaciele,168,154,1596137,122
699835174,shadow.,0,1,21,504
699835178,CrazyJack,0,1,222,403
699837551,%C5%BBegnam+Graczy,170,411,4276757,15
699840743,Auri124578,0,1,121,425
699841538,Mitas+x+Titovsky,170,123,1264228,141
699841997,Pisco%C5%82ka,0,1,21,505
699848713,malicha94,0,3,16835,247
699850712,TheWanderer,170,385,4056346,24
699854710,Hyraptor,170,359,3677620,33
699854835,Enfant+terrible,207,79,725668,157
699855149,Wielki+Montezuma,0,1,275,398
699857872,Karczek69,185,3,31335,223
699858295,Sneiz,0,1,1358,335
699859667,4Justice,170,303,2865068,63
699865311,Daraghon1,0,1,21,506
699870279,nowy5791,0,1,6390,284
699871886,CoMiZrobisz,169,8,67321,202
699872401,PanByczek,897,1,2657,315
699876653,slawekkrasulak,191,3,30189,224
699878594,Pan+i+Pan+Kiler,168,250,2330827,85
848882397,Puma79,0,1,175,408
848883542,Matz32,0,1,544,371
848885776,Y-eti,998,1,3171,311
848886546,Shapoba,0,0,0,571
848888655,Big+Boss,0,1,4209,302
848890283,SiwyDymCK,207,11,102381,194
848890940,Elivo+aka+Bak%C5%82a%C5%BCan.,168,126,1223006,142
848909671,Mason+x+Oprysk12,155,425,4123662,23
848910346,Szczypiorek123,0,1,21,507
848911863,zapomnia%C5%82em+has%C5%82a,0,1,10305,264
848920103,Operations,207,23,250069,174
848920427,FioletowyBanan,1091,1,5663,290
848928199,Dunkhell,0,1,211,404
848930898,Niez%C5%82omni+44,1370,0,0,572
848930996,cwaniaczek25,995,1,21,508
848931922,Alor,207,24,237426,177
848933204,bartekg19942,0,1,670,366
848935291,Coder,170,260,2477004,80
848944752,flaralys,207,15,121986,191
848946646,Bez+Afiszu+Na+Oriencie,0,1,21,509
848950972,V3nnti+x+Dodupuzaur,4,1,5401,292
848953472,kizak1,1370,8,56223,204
848955400,xaniiax,168,376,3332035,48
848962527,Harvassen,0,0,0,573
848963287,HuYou,0,0,0,574
848964122,Soveral17,169,1,730,358
848971079,mocek12345,0,1,39,457
848974464,Ch%C5%82odnyGrzejnik,159,41,228452,178
848977412,goska111,0,1,714,361
848985821,michaelvonbaker,170,343,3276978,49
848986241,TOMASZEK+DZA,0,1,10445,262
848987695,goldman,0,1,4949,295
848995446,AndrzejJ96,0,1,1488,329
848999781,Rasantano-Pawlo,155,342,3845010,29
849002417,Lord+masorz+27,1390,6,47753,210
849002785,Dzony+x+Draxius+x+Gyano,170,547,5234769,8
849002972,Wielka+Tr%C3%B3jka,207,57,655598,159
849005468,ryba20210,0,1,244,401
849007031,ELMatiii,191,13,131297,189
849012384,Muzzzykxx,207,18,138596,187
849012438,markozyraf666,207,1,21,510
849024841,Pere%C5%82ka,0,1,52,442
849030850,Piotrgal,0,9,51878,206
849034250,trolol787,0,1,51,444
849035447,pinkolinka,0,1,139,422
849036718,SerafinP,159,2,18819,244
849037509,BlackAngel16,170,269,2700932,73
849038122,haxuwer,185,5,48890,209
849038125,Csikos+ft.+Weak,168,231,2289002,87
849038232,klusek212,185,55,563084,165
849038907,Damyan+x+azetek+x+lenivi,170,287,2711171,72
849039640,MUMIN94.,191,6,59263,203
849040462,emilek,262,1,3964,304
849045941,Ed.+Edd+i+Eddy,169,1,236,402
849052523,Damian102g,185,34,363971,169
849053299,homiczyca,0,1,21,511
849053725,AdiLee,0,1,8336,281
849055508,HardoX,0,1,21,512
849056475,lis+1,0,1,64,436
849060096,DoWidzenia,170,294,2689070,74
849060267,bejet,0,1,59,438
849061406,BastianCHW,0,1,21,513
849068010,Brykiel,0,1,21,514
849068436,Kubaa333,0,0,0,575
849070381,borgia,0,1,21,515
849070596,5125+in+the+Skyyy,168,209,2331892,84
849070736,Go%C5%82abek,0,1,6197,288
849070996,dagsa,0,2,9252,275
849073283,Rivan,0,1,155,416
849078942,Boski222,0,0,0,576
849079897,adi509,1270,1,2680,314
849088642,Chrzanows%C5%82aw,155,175,1854306,108
849089031,QX117,0,0,0,577
849092834,MrTedi,0,1,871,351
849095285,Biszkoptxx,0,2,5437,291
849095829,Lukanio,0,0,0,578
849097922,daniello1996,0,1,1739,326
849098822,SirCharles2,1370,1,2290,322
849099037,Mackus123,207,13,135785,188
849101083,PIROTECHNIK,211,1,39,458
849101828,Butelka%2APe%C5%82na%2ADurex%C3%B3w,0,1,21,516
849101833,Wielki+Bonk,168,115,1084928,149
849101895,Pi%C4%99kna+i+Bestie,155,160,1625063,120
849102053,eloooo69,191,1,21,517
849102080,Explosive,207,96,991757,152
849102144,ViperDg,247,1,21,518
849102299,Yukimura,0,1,48,446
849102325,URSUS+x+Silva,155,209,2137186,95
849102558,.MISIU.+x+magikrte,170,179,1784151,109
849104309,pms5,0,1,1251,338
849104657,lewy1702,168,104,1022846,151
849105298,skowero,0,1,21,519
849105880,wojtas.kaziu,1370,1,72,434
849106642,Anidis+x+Siemkas,168,346,3677317,34
849106980,Magik3010,185,18,109940,192
849107017,Krecik331,0,7,41390,213
849109173,Akoss,984,1,190,406
849109828,MarcinR771,0,1,605,368
849109870,lechita29,0,0,0,579
849109885,graf72,0,1,266,399
849110269,Nya-madoka-,0,1,21,520
849110310,Mantvel,60,0,0,580
849110479,rambo3423,0,1,512,373
849111013,Tyler+J%C3%B3zef,0,1,21,521
849111418,adamcx91,207,70,623593,163
849111436,Onepabloo,0,2,18912,243
849111714,SZARA%C5%83CZA,0,1,21,522
849112062,DYRONE93,159,1,485,377
849112510,Chwaliszew2008,0,1,5050,294
849113652,Szalony+Duecik,1376,1,11001,259
849113739,JanOnufry,185,62,628748,161
849113819,NurseJK,0,1,2521,319
849114429,seczu8,0,1,21,523
849114774,Dziadecki+z+Chicago,0,0,0,581
849114802,Jak+tam+ch%C5%82opie%3F,155,326,3179718,52
849114862,CoSiPrejete,0,1,4479,299
849114950,Matrix171717,0,1,21,524
849114968,artindi,155,187,2095719,99
849114993,Przem%C4%85drza%C5%82a+Ma%C5%82pa,155,323,3217839,50
849115217,darmian1313,0,0,0,582
849115269,BurczakKurczak,191,17,179043,181
849115304,kijek,325,1,157,414
849115915,Noebuziak,197,4,20876,233
849116913,kuba0307,341,1,21,525
849117035,Alderos,886,1,21,526
849117106,ROCKFORDxKOMINxDANIELOS,170,431,4158755,22
849117551,perko,0,0,0,583
849117566,Myvoice,0,2,6342,285
849117657,JustynaJustyna,247,2,10748,260
849118164,-sonor,155,309,3148306,54
849118644,Potezna+cwiara,155,318,3575305,39
849119493,CichyPiT95,185,0,0,584
849120370,lightningx,0,1,21,527
849121450,WojciuGEO,1370,1,386,385
849121842,Pavo55,53,1,719,359
849122794,1921Promil,0,1,21,528
849123563,pitko321,207,55,507162,166
849123616,marinik0207,998,1,21,529
849123733,Biszkopt8,0,1,21,530
849123949,Wysowyso12345,1359,2,13896,250
849124346,gagus75,0,1,294,395
849125432,PanQui,0,1,5202,293
849129576,S3B3X,0,1,852,352
849130928,ryba2024,0,1,1409,331
849131265,Daniel0197,0,1,1051,345
849131631,MickAdamczak,0,1,21,531
849132956,kasiakrak123,0,0,0,585
849133182,Vigat,0,5,45450,212
849133459,bajo,0,0,0,586
849134265,Nivrus,0,0,0,587
849134981,Warius,1156,3,25955,227
849135463,jerzyk5,0,1,3811,305
849136405,Janeczka1938,0,0,0,588
849136508,Grzesieq1995,0,0,0,589
849136553,OkiOki,0,0,0,590
849137137,gangplank,0,1,3357,310
849138613,Darek2023.,0,1,677,365
